Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,profit_per_quantity,outlier_status
2014-06-16,16,June,2014,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2016-06-16,16,June,2016,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,436.0,not outlier
2013-09-12,12,September,2013,20,Youth (<25),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,266,755,1021,266.0,not outlier
2015-09-12,12,September,2015,20,Youth (<25),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,531,1510,2041,265.5,not outlier
2013-07-26,26,July,2013,36,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2015-07-26,26,July,2015,36,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2013-12-14,14,December,2013,36,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2015-12-14,14,December,2015,36,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2014-05-05,5,May,2014,36,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2016-05-05,5,May,2016,36,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,578,2265,2843,192.66666666666666,not outlier
2013-07-27,27,July,2013,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2015-07-27,27,July,2015,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2013-07-30,30,July,2013,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2015-07-30,30,July,2015,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2014-04-20,20,April,2014,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2016-04-20,20,April,2016,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,578,2265,2843,192.66666666666666,not outlier
2013-10-12,12,October,2013,27,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2015-10-12,12,October,2015,27,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2013-12-24,24,December,2013,27,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2015-12-24,24,December,2015,27,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948,193.0,not outlier
2014-01-27,27,January,2014,45,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-01-27,27,January,2016,45,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,724,2265,2989,241.33333333333334,not outlier
2014-02-10,10,February,2014,45,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-02-10,10,February,2016,45,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2014-05-18,18,May,2014,30,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-05-18,18,May,2016,30,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-02-22,22,February,2014,29,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-02-22,22,February,2016,29,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-01-31,31,January,2014,26,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-01-31,31,January,2016,26,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-03-12,12,March,2014,29,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-03-12,12,March,2016,29,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2014-03-24,24,March,2014,29,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130,375.0,not outlier
2016-03-24,24,March,2016,29,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,750,1510,2260,375.0,not outlier
2014-02-19,19,February,2014,31,Young Adults (25-34),F,France,Seine et Marne,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-02-19,19,February,2016,31,Young Adults (25-34),F,France,Seine et Marne,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2013-08-01,1,August,2013,29,Young Adults (25-34),F,France,Garonne (Haute),Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,387,755,1142,387.0,not outlier
2015-08-01,1,August,2015,29,Young Adults (25-34),F,France,Garonne (Haute),Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,387,755,1142,387.0,not outlier
2013-07-13,13,July,2013,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2015-07-13,13,July,2015,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2014-02-07,7,February,2014,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2016-02-07,7,February,2016,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2014-02-23,23,February,2014,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2016-02-23,23,February,2016,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2014-03-15,15,March,2014,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2016-03-15,15,March,2016,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2014-03-23,23,March,2014,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2016-03-23,23,March,2016,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,906,2265,3171,302.0,not outlier
2013-12-08,8,December,2013,22,Youth (<25),F,Australia,South Australia,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2015-12-08,8,December,2015,22,Youth (<25),F,Australia,South Australia,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2013-10-12,12,October,2013,19,Youth (<25),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,448,755,1203,448.0,not outlier
2015-10-12,12,October,2015,19,Youth (<25),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,1344,2265,3609,448.0,not outlier
2014-06-16,16,June,2014,43,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,241,755,996,241.0,not outlier
2016-06-16,16,June,2016,43,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-2000 Blue, 60",2,755,1215,483,1510,1993,241.5,not outlier
2014-02-07,7,February,2014,26,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2016-02-07,7,February,2016,26,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,302.0,not outlier
2013-09-22,22,September,2013,29,Young Adults (25-34),M,France,Nord,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2015-09-22,22,September,2015,29,Young Adults (25-34),M,France,Nord,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,554,1383,1937,184.66666666666666,not outlier
2014-05-31,31,May,2014,38,Adults (35-64),F,France,Nord,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-05-31,31,May,2016,38,Adults (35-64),F,France,Nord,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2014-03-19,19,March,2014,41,Adults (35-64),M,Germany,Hessen,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,229,461,690,229.0,not outlier
2016-03-19,19,March,2016,41,Adults (35-64),M,Germany,Hessen,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,229,461,690,229.0,not outlier
2013-07-19,19,July,2013,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2015-07-19,19,July,2015,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",2,461,742,503,922,1425,251.5,not outlier
2013-09-14,14,September,2013,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2015-09-14,14,September,2015,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2014-01-15,15,January,2014,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2016-01-15,15,January,2016,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,754,1383,2137,251.33333333333334,not outlier
2014-04-02,2,April,2014,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2016-04-02,2,April,2016,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2014-05-08,8,May,2014,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2016-05-08,8,May,2016,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,251,461,712,251.0,not outlier
2013-09-21,21,September,2013,36,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,147,461,608,147.0,not outlier
2015-09-21,21,September,2015,36,Adults (35-64),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,442,1383,1825,147.33333333333334,not outlier
2014-05-22,22,May,2014,46,Adults (35-64),M,Australia,Tasmania,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,140,461,601,140.0,not outlier
2016-05-22,22,May,2016,46,Adults (35-64),M,Australia,Tasmania,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,140,461,601,140.0,not outlier
2014-03-06,6,March,2014,17,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,125,461,586,125.0,not outlier
2016-03-06,6,March,2016,17,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-3000 Blue, 44",2,461,742,250,922,1172,125.0,not outlier
2014-01-05,5,January,2014,52,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2016-01-05,5,January,2016,52,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2014-01-08,8,January,2014,52,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2016-01-08,8,January,2016,52,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2014-05-09,9,May,2014,52,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2016-05-09,9,May,2016,52,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2013-07-14,14,July,2013,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2015-07-14,14,July,2015,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2013-08-25,25,August,2013,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2015-08-25,25,August,2015,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,798,1383,2181,266.0,not outlier
2013-10-09,9,October,2013,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2015-10-09,9,October,2015,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",2,461,742,532,922,1454,266.0,not outlier
2013-12-13,13,December,2013,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2015-12-13,13,December,2015,27,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2013-12-13,13,December,2013,45,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2015-12-13,13,December,2015,45,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,266,461,727,266.0,not outlier
2013-08-31,31,August,2013,30,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2015-08-31,31,August,2015,30,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",2,461,742,236,922,1158,118.0,not outlier
2013-09-08,8,September,2013,30,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2015-09-08,8,September,2015,30,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2014-02-09,9,February,2014,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2016-02-09,9,February,2016,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,353,1383,1736,117.66666666666667,not outlier
2014-02-16,16,February,2014,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2016-02-16,16,February,2016,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,353,1383,1736,117.66666666666667,not outlier
2014-03-04,4,March,2014,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2016-03-04,4,March,2016,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",2,461,742,236,922,1158,118.0,not outlier
2014-05-20,20,May,2014,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2016-05-20,20,May,2016,41,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,118,461,579,118.0,not outlier
2014-05-15,15,May,2014,49,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-05-15,15,May,2016,49,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,554,1383,1937,184.66666666666666,not outlier
2013-09-13,13,September,2013,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2015-09-13,13,September,2015,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2013-11-28,28,November,2013,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2015-11-28,28,November,2015,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2014-06-29,29,June,2014,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-06-29,29,June,2016,46,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2013-12-27,27,December,2013,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2015-12-27,27,December,2015,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2014-01-20,20,January,2014,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-01-20,20,January,2016,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2014-01-31,31,January,2014,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-01-31,31,January,2016,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2014-02-21,21,February,2014,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-02-21,21,February,2016,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,554,1383,1937,184.66666666666666,not outlier
2014-04-07,7,April,2014,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-04-07,7,April,2016,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2014-04-27,27,April,2014,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,185,461,646,185.0,not outlier
2016-04-27,27,April,2016,35,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,554,1383,1937,184.66666666666666,not outlier
